epoch,train_loss,train_l1,train_ssim,train_ema,train_clip,val_masked_psnr,val_masked_ssim,val_masked_l1,val_full_psnr,val_full_ssim,val_reliability
1,0.0962324741606911,0.06387242333342631,0.16180025041103363,0.0,0.0,19.90525610248248,0.7326232306659222,0.10608747034954528,19.90525610248248,0.7326232300450405,1.0
2,0.07900747936218977,0.05207197352622946,0.13467753181854883,0.0,0.0,20.94795783360799,0.7550948162873586,0.09292931792636712,20.94795783360799,0.7550948162873586,1.0
3,0.07261776644736528,0.04636972785616914,0.13124018659194311,0.0,0.0,21.82689966758092,0.7713956981897354,0.0831495770253241,21.82689966758092,0.7713956981897354,1.0
4,0.07119328870127599,0.0459905369207263,0.1260137582818667,0.0,0.0,22.4380038579305,0.7819670028984547,0.0771670180062453,22.4380038579305,0.7819670028984547,1.0
5,0.06809600535780191,0.04324392524237434,0.12426039576530457,0.0,0.0,22.961764991283417,0.7914332561194897,0.07192095213880141,22.961764991283417,0.7914332561194897,1.0
6,0.06790252309292555,0.04363767088701328,0.12132425606250763,0.0,0.0,23.277386844158173,0.7984247878193855,0.06842018539706866,23.277386844158173,0.7984247878193855,1.0
7,0.06370235560461879,0.03965404761644701,0.12024153272310893,0.0,0.0,23.451074540615082,0.8038189473251501,0.06614069888989131,23.451074540615082,0.8038189473251501,1.0
8,0.06484080897644162,0.04061972536146641,0.12110541264216106,0.0,0.0,23.54652613401413,0.8083074328800043,0.06453942387209584,23.54652613401413,0.8083074328800043,1.0
9,0.06208065509175261,0.03882352410194775,0.11628565192222595,0.0,0.0,23.597808996836346,0.8120905061562856,0.06344178163756926,23.597808996836346,0.8120905061562856,1.0
10,0.061142840733130775,0.037884595493475594,0.11629122247298558,0.0,0.0,23.620310366153717,0.8153608789046606,0.06259492505341768,23.620310366153717,0.8153608789046606,1.0
11,0.05968103821699818,0.03603102134851118,0.11825008690357208,0.0,0.0,23.62816772858302,0.8178963176906109,0.06198982067871839,23.62816772858302,0.8178963176906109,1.0
12,0.05941642898445328,0.03628705480756859,0.11564686894416809,0.0,0.0,23.63990541299184,0.8200518811742464,0.0616439146688208,23.63990541299184,0.8200518811742464,1.0
13,0.05868273957942923,0.03597687634949883,0.11352931459744771,0.0,0.0,23.648477057615917,0.821985819687446,0.0613579583975176,23.648477057615917,0.821985819687446,1.0
