epoch,train_loss,train_l1,train_ssim,train_ema,train_clip,val_masked_psnr,val_masked_ssim,val_masked_l1,val_full_psnr,val_full_ssim,val_reliability
1,0.10411389979223411,0.0641066546862324,0.16016779094934464,0.07973688251028459,0.0,19.773301551739376,0.731601727505525,0.10816865088418126,19.824401011069614,0.731135064115127,0.9666344324747721
2,0.08577846518407266,0.05142289353534579,0.13262972732385,0.07829626168434818,0.0,20.776330769062042,0.7534123435616493,0.09545574275155862,20.808858772118885,0.7528509000937144,0.9666344324747721
3,0.08105210990955432,0.04792682702342669,0.13109627862771353,0.06906026850144069,0.0,21.666252354780834,0.7699595987796783,0.08549060765653849,21.67942464351654,0.7693118577202162,0.9666344324747721
4,0.07741917173067729,0.0462517561390996,0.1256867672006289,0.060300616237024464,0.0,22.3256463209788,0.7809860867758592,0.079170924378559,22.319881816705067,0.7803056190411249,0.9666344324747721
5,0.07384262171884377,0.044022079557180405,0.12318019817272823,0.051845018907139696,0.0,22.861398855845135,0.7905397651096185,0.0739973943370084,22.835173626740772,0.7898344757656256,0.9666344324747721
6,0.0722765459989508,0.043994114734232426,0.11993274092674255,0.042958828154951334,0.0,23.22290591398875,0.7977046755452951,0.07039068798379351,23.185929159323376,0.7969662373264631,0.9666344324747721
7,0.06726431334391236,0.03950220299884677,0.1185175081094106,0.04058607884993156,0.0,23.45515775680542,0.8035233604411284,0.06768952515752365,23.41778697570165,0.80276341487964,0.9666344324747721
8,0.06963692170878251,0.04171835289647182,0.12012089788913727,0.03894388279877603,0.0,23.594132085641224,0.8082856424152851,0.0657266266644001,23.56199864546458,0.807514147212108,0.9666344324747721
9,0.06549476506188512,0.039300626454253994,0.11473223815361659,0.03247690798404316,0.0,23.671134134133656,0.8122917066017786,0.06436438066884875,23.646129548549652,0.8115100475649039,0.9666344324747721
10,0.06423191586509347,0.03816824918612838,0.11519503345092137,0.030246596861009795,0.0,23.710620125134785,0.8156813258926073,0.06330363522283733,23.69327223300934,0.8148948661983013,0.9666344324747721
11,0.06164936255663633,0.03579851690058907,0.11665480335553487,0.0251988482195884,0.0,23.728172202905018,0.8183428843816122,0.06255629418107371,23.71703318754832,0.8175423890352249,0.9666344324747721
12,0.06168325059115887,0.03647993070383867,0.11425280570983887,0.023527587414719164,0.0,23.747608681519825,0.8205257480343183,0.062106717261485755,23.739492615063984,0.8197311696906885,0.9666344324747721
13,0.06065301597118378,0.0361546331550926,0.1121601661046346,0.020663486172755558,0.0,23.75941429535548,0.8225456761817137,0.061725561623461545,23.75435181458791,0.8217606457571188,0.9666344324747721
