epoch,train_loss,train_l1,train_ssim,train_ema,train_clip,val_masked_psnr,val_masked_ssim,val_masked_l1,val_full_psnr,val_full_ssim,val_reliability
1,0.12899836959938207,0.0701666319121917,0.17123882472515106,0.0,0.4916794126232465,19.846816291411717,0.7331324430803458,0.10699163229825596,19.898338844378788,0.7326296791434288,0.9666344324747721
2,0.10279382206499577,0.0577911805982391,0.15160832554101944,0.0,0.2936195097863674,20.690199275811512,0.7521749610702196,0.0963139283315589,20.727995336055756,0.7515414692461491,0.9666344324747721
3,0.09229577053338289,0.05313455779105425,0.1460681383808454,0.0,0.1989516969770193,21.43422583738963,0.767281619211038,0.08752943171809117,21.455408136049908,0.7665567261477312,0.9666344324747721
4,0.08660219920178254,0.04846249350036184,0.14255423347155252,0.0,0.19257715282340845,22.036492983500164,0.7785458490252495,0.08088575140573084,22.03739509979884,0.7777613624930382,0.9666344324747721
5,0.0787116593370835,0.04553722015892466,0.1306594560543696,0.0,0.14085092954337597,22.48533300558726,0.7869244913260142,0.07640000774214666,22.47126930952072,0.7861217247943083,0.9666344324747721
6,0.07898058493932088,0.046324918822695814,0.12957457701365152,0.0,0.1348150015498201,22.8676934838295,0.7942368797957897,0.07246581294263403,22.840397775173187,0.7933877197404703,0.9666344324747721
7,0.07525583015133937,0.043592537908504404,0.1282962659994761,0.0,0.12008078598106901,23.069106181462605,0.7994798036913077,0.07017210087118049,23.03925476471583,0.7986164527634779,0.9666344324747721
8,0.074646666025122,0.04285392009963592,0.13047986974318823,0.0,0.11393544202049573,23.188640395800274,0.8038636073470116,0.06845537743841608,23.16066312789917,0.803006445368131,0.9666344324747721
9,0.07214696239680052,0.04159478175764283,0.1250846708814303,0.0,0.1107049345349272,23.241208116213482,0.807318639010191,0.06741080902672063,23.216825942198437,0.8064709094663461,0.9666344324747721
10,0.07020711138223608,0.0399220772087574,0.12492683281501134,0.0,0.10599333746358752,23.270842452843983,0.8102990711728731,0.06647467772321154,23.250637988249462,0.809452106555303,0.9666344324747721
11,0.06998027473067243,0.03866849048063159,0.12924879044294357,0.0,0.10924053549145658,23.285786151885986,0.8125756109754244,0.06592038844246417,23.271189630031586,0.811721051732699,0.9666344324747721
12,0.06836424705882867,0.03848933521658182,0.12351906547943751,0.0,0.10342196250955264,23.293798347314198,0.8143780107299486,0.0654805771773681,23.28183811903,0.8135280745724837,0.9666344324747721
13,0.06719696521759033,0.03738880204036832,0.12462839235862096,0.0,0.09764967998489738,23.310773611068726,0.8160442610581716,0.06510105356574059,23.300078948338825,0.815215140581131,0.9666344324747721
14,0.06664159443850319,0.03742725340028604,0.12353114535411198,0.0,0.09016222817202409,23.322266439596813,0.8175362994273504,0.06475747524139781,23.314218401908875,0.8167136311531067,0.9666344324747721
15,0.06559696126108368,0.036523543298244476,0.12112698207298915,0.0,0.0969604238246878,23.32987203200658,0.8188573730488619,0.06441844751437505,23.323573489983875,0.8180493948360285,0.9666344324747721
16,0.06560236805429061,0.03618001138481001,0.12295692165692647,0.0,0.09661942130575578,23.334998468557995,0.8200137503445148,0.06416536627026896,23.329684734344482,0.819233654687802,0.9666344324747721
17,0.06748898389438789,0.03716979889820019,0.12747635195652643,0.0,0.09647830451528232,23.335883299509685,0.8210570973654588,0.06395742405826847,23.331456621487934,0.820299319922924,0.9666344324747721
18,0.06410659834121664,0.03451628237962723,0.12408885111411412,0.0,0.09545089568321903,23.344085454940796,0.8219657043615977,0.0637719805041949,23.339014132817585,0.8212364229063193,0.9666344324747721
19,0.06559076687941949,0.03534036044341823,0.12497284760077794,0.0,0.10511671798303723,23.346567630767822,0.8227619131406149,0.06361587174857657,23.341701845328014,0.8220625358323256,0.9666344324747721
20,0.06641818101828297,0.036371562319497265,0.12505722294251123,0.0,0.10070347397898634,23.34843683242798,0.8234377764165401,0.06348113583711286,23.343944013118744,0.8227565810084343,0.9666344324747721
1,0.11271987427715902,0.06802730556623435,0.14880685489854695,0.0,0.2986239240401321,21.025050295899245,0.8482396361843639,0.07599628867199089,20.900105684798284,0.8382375445586956,0.8566327631868274
2,0.09225015273248707,0.05809847067719624,0.13598673211203682,0.0,0.13908669209958593,22.533904410355927,0.8581137850584574,0.06351495220862477,22.311886850571792,0.8474912694747875,0.8566327631868274
3,0.08625258680111096,0.054917484866800134,0.1295862396558126,0.0,0.10835707265837694,22.62504093852264,0.8619655366764952,0.06189452449710953,22.36641617326547,0.8511790151627648,0.8566327631868274
4,0.08269560969446177,0.05231956498306475,0.12718821896447075,0.0,0.09876800218114147,22.81083490990645,0.8640647854236577,0.06032968233555358,22.50929069519043,0.8533404670803753,0.8566327631868274
5,0.07995131191004205,0.05049144564035498,0.12428578440053964,0.0,0.09205418356038907,22.874796002116426,0.8662196342518788,0.05937910314328623,22.5636311208965,0.8553607515151928,0.8566327631868274
6,0.0774095152033332,0.048940022763462716,0.12101798182652321,0.0,0.08531791093632762,22.98382785620279,0.8683180730074447,0.05848005845748036,22.66422022888992,0.8570425155147022,0.8566327631868274
7,0.07504923726765463,0.04704240320917265,0.11975715153011275,0.0,0.08110806925429238,23.03777281653802,0.8710369487471928,0.057776630911606036,22.72728302305108,0.8596322449627302,0.8566327631868274
8,0.07318151378889143,0.04570963822397185,0.11773217901771452,0.0,0.07850878919118348,23.03319205985164,0.8721035442604924,0.05758619054362474,22.735796770512664,0.8607147075482552,0.8566327631868274
9,0.07166879138920779,0.04449511344694061,0.11679500341415405,0.0,0.0762935394168268,23.125337929125653,0.8725218993938522,0.05725440762887728,22.826059101433152,0.8608937717431429,0.8566327631868274
10,0.07188936748346429,0.044793238334449724,0.11683870649632112,0.0,0.07456774765878547,23.33551938644308,0.8731529712677002,0.05606208677520815,23.033912721848647,0.8612048006215632,0.8566327631868274
11,0.07000439545070683,0.04336334948922381,0.11528426960662559,0.0,0.07168383411143298,23.34220811704926,0.8735838860075995,0.05588937565585635,23.041998654801326,0.861557704723434,0.8566327631868274
12,0.06885539347098933,0.042479585120339454,0.11386586633729345,0.0,0.07205269120081707,23.33909467987667,0.8724277733967004,0.056224864099594145,23.040902017757592,0.8603982341210574,0.8566327631868274
13,0.06808089326929163,0.04198816906154892,0.11260883712474211,0.0,0.07141912533085287,23.321646709315825,0.8732703099187636,0.05601260935677992,23.034290667401244,0.8610387393180897,0.8566327631868274
14,0.06706735887277274,0.041191873497065205,0.11189616793467674,0.0,0.06992502785345286,23.274314324587387,0.8733518281519808,0.05641927581206457,22.999229746938543,0.8611638672304469,0.8566327631868274
15,0.06548741558727658,0.040117282121453754,0.11041725196956116,0.0,0.06573364902057766,23.308562575586585,0.8743126001579082,0.05602310338853211,23.028900032801342,0.8621365151657964,0.8566327631868274
16,0.06550400041871601,0.03989704789156899,0.11120440010671262,0.0,0.0673214485063965,23.314498181374656,0.874245342039904,0.05613821414330148,23.050440036697893,0.8621138567166613,0.8566327631868274
17,0.06578591518839937,0.04028360808935062,0.1107586000436618,0.0,0.06701173396482143,23.308975042886292,0.8740485732918544,0.05617602844259992,23.053775345252838,0.8618743889379186,0.8566327631868274
18,0.06489157074211556,0.039392815465912404,0.11095046077245548,0.0,0.06617325375339499,23.216114195766828,0.8730113178688959,0.05694568482850561,22.969573721980417,0.8608452946145013,0.8566327631868274
19,0.06537914211735313,0.0395394450996393,0.11189638832469045,0.0,0.06920837871960284,23.205195546939674,0.8730133041640781,0.05699129364397747,22.958363577230088,0.8608282705805949,0.8566327631868274
20,0.0648304773149667,0.039384863120906145,0.11067997047930588,0.0,0.06619240336672023,23.202825306267137,0.8731846588336869,0.0569461714476347,22.957664628692022,0.8609803038717105,0.8566327631868274
